run_id,video_id,group,position,panel_pos,cls,athlete,bib,attempt,split,status,qc_reason,time_40yd,time_10yd,t_at_10yd,clip_ss,clip_frames,k0,clock_resid_p95,clock_coverage,bib_agree,panel_min_corr,max_cut,turf_min,turf_median,lane_frac,track_frac,start_support,x_at_zero,x_at_stop,max_step_yd,yardline_resid
9xc35LbeeUE_026,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-14,14,2.0,train,ok,,4.63,,1.7593,561.5944,187,33.241,0.0144,0.9945,1.0,0.9999,0.0923,0.2405,0.6777,0.9787,1.0,30,-1.0333,39.7316,0.444,0.1657
9xc35LbeeUE_027,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-15,15,2.0,test,ok,,4.71,,1.749,578.7782,190,33.384,0.0126,0.9989,1.0,0.9999,0.1051,0.2334,0.6799,0.979,1.0,61,-1.305,39.8028,0.467,0.1557
9xc35LbeeUE_028,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-16,16,2.0,train,ok,,4.54,,1.7725,588.0875,184,33.796,0.0166,0.9922,0.962,0.9999,0.0886,0.238,0.676,0.9783,1.0,50,-1.4855,39.6393,0.52,0.1241
9xc35LbeeUE_029,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-18,18,2.0,train,ok,,4.71,,1.8299,602.602,190,33.695,0.0155,1.006,1.0,0.9999,0.0894,0.239,0.6786,0.9441,1.0,26,-1.286,39.7087,0.421,0.1724
9xc35LbeeUE_030,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-19,19,2.0,test,ok,,4.63,,1.7391,616.9497,187,34.021,0.0133,0.9945,1.0,0.9999,0.0949,0.2398,0.6793,0.9643,1.0,20,-1.5329,39.7514,0.44,0.1472
9xc35LbeeUE_031,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-21,21,2.0,train,ok,,4.78,,1.731,629.7625,192,33.639,0.012,0.9982,1.0,0.9999,0.0783,0.2357,0.6834,0.9862,1.0,22,-1.2399,39.9843,0.414,0.1393
9xc35LbeeUE_032,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-23,23,2.0,test,ok,,4.4,,1.6361,641.1739,180,33.922,0.0174,1.001,1.0,0.9999,0.0781,0.2379,0.6786,0.9851,1.0,7,-1.0119,39.7781,0.501,0.1767
9xc35LbeeUE_033,9xc35LbeeUE,Tight Ends,TE,TE,STRONG,TE-24,24,2.0,test,ok,,4.64,,1.7975,682.6153,187,33.437,0.0122,0.9996,1.0,0.9999,0.0833,0.242,0.6767,0.9787,1.0,32,-1.4312,39.3603,0.388,0.142
BEFga72DF3U_000,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-24,24,1.0,train,ok,,4.42,,1.7099,30.5305,181,33.795,0.0112,0.9965,1.0,0.9999,0.0925,0.2276,0.6733,0.9704,1.0,40,-1.2529,39.3216,0.426,0.1647
BEFga72DF3U_001,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-25,25,1.0,test,ok,,4.59,,1.7472,52.6526,186,33.903,0.0169,0.9959,1.0,0.9999,0.0736,0.2275,0.6809,0.9786,1.0,22,-1.2462,39.6225,0.401,0.1412
BEFga72DF3U_002,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-26,26,1.0,test,ok,,4.34,,1.6331,76.0093,179,33.393,0.0115,0.9995,1.0,0.9999,0.0643,0.2349,0.681,0.9697,1.0,24,-1.1272,39.2204,0.41,0.1589
BEFga72DF3U_003,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-27,27,1.0,train,ok,,4.48,,1.7137,108.0413,183,33.214,0.0112,0.998,1.0,0.9999,0.0576,0.23,0.6815,0.9706,1.0,42,-1.2908,39.5222,0.449,0.1648
BEFga72DF3U_004,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-28,28,1.0,train,ok,,4.46,,1.69,143.0429,182,33.167,0.0117,0.995,1.0,0.9999,0.089,0.2331,0.6775,0.9852,1.0,20,-1.1208,39.7242,0.542,0.1736
BEFga72DF3U_005,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-32,32,1.0,test,ok,,4.37,,1.6911,157.9244,179,33.324,0.0113,1.0002,1.0,0.9999,0.1217,0.2323,0.6788,0.9699,1.0,27,-1.3004,39.4085,0.432,0.1866
BEFga72DF3U_006,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-33,33,1.0,train,ok,,4.65,,1.7468,175.7756,188,33.508,0.0112,0.9974,1.0,0.9999,0.0661,0.2329,0.6773,0.9787,1.0,31,-1.1069,39.6375,0.402,0.1612
BEFga72DF3U_007,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-35,35,1.0,test,ok,,4.39,,1.668,186.6198,180,33.617,0.0117,0.9957,1.0,0.9999,0.0733,0.2303,0.6793,0.9701,1.0,26,-0.9219,39.2154,0.419,0.1541
BEFga72DF3U_008,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-36,36,1.0,train,ok,,4.41,,1.6891,212.5123,181,33.208,0.0156,0.9987,1.0,0.9999,0.068,0.2313,0.6791,0.9776,1.0,45,-1.0387,39.4362,0.409,0.1441
BEFga72DF3U_009,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-37,37,1.0,test,ok,,4.54,,1.7715,246.2126,185,34.011,0.0135,0.9995,1.0,0.9999,0.0632,0.2339,0.6787,0.9638,1.0,55,-1.1586,39.5093,0.527,0.1862
BEFga72DF3U_010,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-38,38,1.0,test,ok,,4.28,,1.6317,278.3447,177,32.576,0.0114,0.9979,1.0,0.9999,0.0829,0.2349,0.6796,0.9692,1.0,15,-1.0989,39.3154,0.508,0.1558
BEFga72DF3U_011,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-39,39,1.0,test,ok,,4.26,,1.6483,325.7588,176,33.407,0.0113,0.9947,1.0,0.9999,0.0965,0.236,0.6795,0.9769,1.0,9,-1.0163,39.2361,0.436,0.1574
BEFga72DF3U_012,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-45,45,1.0,train,ok,,4.42,,1.677,435.9689,181,33.965,0.0142,0.9965,1.0,0.9999,0.081,0.2337,0.6776,0.9852,1.0,26,-1.1075,39.7508,0.476,0.1402
BEFga72DF3U_013,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-24,24,2.0,train,rejected,track_frac=0.412;x_at_stop_err=nan,4.48,,,473.5731,183,33.419,0.0131,0.998,1.0,0.9999,0.0708,0.2348,0.6752,0.9779,0.4118,47,-1.1264,,0.331,0.1678
BEFga72DF3U_014,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-25,25,2.0,test,ok,,4.55,,1.7284,500.4333,185,33.53,0.0117,0.9973,1.0,0.9999,0.0591,0.2373,0.6798,0.9638,1.0,36,-1.2847,39.4246,0.394,0.1576
BEFga72DF3U_015,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-26,26,2.0,test,ok,,4.39,,1.671,524.5574,180,33.476,0.0124,0.9957,1.0,0.9999,0.1382,0.2374,0.6781,0.9851,1.0,20,-1.1976,39.2642,0.428,0.1488
BEFga72DF3U_016,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-27,27,2.0,train,ok,,4.47,,1.7067,542.7422,182,33.173,0.0114,0.9928,1.0,0.9999,0.0662,0.2363,0.6796,0.9779,1.0,22,-1.1522,39.3929,0.429,0.1746
BEFga72DF3U_017,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-28,28,2.0,train,ok,,4.5,,1.7277,581.7145,183,33.775,0.0114,0.9936,1.0,0.9998,0.0655,0.2367,0.6768,0.9416,1.0,12,-0.9138,39.7545,0.417,0.2885
BEFga72DF3U_018,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-32,32,2.0,test,ok,,4.36,,1.6517,592.4585,179,33.7,0.0104,0.9949,1.0,0.9998,0.0703,0.2361,0.6765,0.985,1.0,18,-1.2837,39.5191,0.504,0.1482
BEFga72DF3U_019,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-33,33,2.0,train,ok,,4.66,,1.7598,603.3694,188,33.603,0.0211,1.0311,0.963,0.9998,0.0633,0.2397,0.6777,0.9718,1.0,23,-1.05,39.3021,0.411,0.1565
BEFga72DF3U_020,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-35,35,2.0,test,rejected,turf_min=0.0739;turf_median=0.193,4.37,,,617.0164,179,34.042,0.0108,1.0002,1.0,0.9999,0.0529,0.0739,0.193,0.9774,1.0,5,-0.5346,39.2662,0.478,1.147
BEFga72DF3U_021,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-36,36,2.0,train,rejected,turf_min=0.0744;turf_median=0.194,4.41,,,645.1445,181,33.406,0.017,0.9987,1.0,0.9999,0.0352,0.0744,0.1942,0.9925,1.0,8,-0.7594,39.0638,0.422,1.2621
BEFga72DF3U_022,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-39,39,2.0,test,ok,,4.3,,1.6682,719.719,177,33.461,0.018,1.001,1.0,0.9998,0.0686,0.2399,0.6735,0.9771,1.0,10,-1.164,39.1472,0.429,0.1618
BEFga72DF3U_023,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-41,41,1.0,,rejected,turf_min=0.0741;turf_median=0.197;x_at_stop_err=262;x_at_zero=-7.71;max_step_yd=2.36,4.57,,,767.2331,185,33.623,0.0131,1.0003,1.0,0.9999,0.0439,0.0741,0.1965,0.9856,1.0,5,-7.7081,301.9442,2.364,1.0437
BEFga72DF3U_024,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-42,42,1.0,,rejected,turf_min=0.0744;turf_median=0.194;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.55,,,797.8304,185,33.778,0.0119,0.99,1.0,0.9999,0.0735,0.0744,0.1938,0.0,0.0,0,,,,
BEFga72DF3U_025,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-43,43,1.0,,rejected,turf_min=0.0742;turf_median=0.193,4.58,,,834.2668,186,33.65,0.0132,0.9981,1.0,0.9999,0.0398,0.0742,0.1929,0.9856,1.0,7,-0.8874,39.2655,0.398,1.3445
BEFga72DF3U_026,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-44,44,1.0,test,ok,,4.48,,1.6893,853.7863,183,34.205,0.0164,0.998,0.967,0.9999,0.0665,0.2396,0.6793,0.9706,1.0,38,-1.3097,39.5749,0.404,0.1481
BEFga72DF3U_027,BEFga72DF3U,Wide Receivers Group 2,WR,WR,SKILL,WR-45,45,2.0,train,ok,,4.42,,1.6843,889.889,181,34.1,0.0108,0.9965,1.0,0.9998,0.079,0.2389,0.6796,0.9701,1.0,19,-1.1964,39.63,0.479,0.1333
BEFga72DF3U_028,BEFga72DF3U,Wide Receivers Group 2,WR,QB,SKILL,QB-15,15,,,excluded,panel position QB,4.56,,,983.5492,185,34.406,0.0112,0.9951,1.0,0.9999,0.0632,0.2313,0.677,0.9784,1.0,31,-0.9491,39.2923,0.457,0.1621
BEFga72DF3U_029,BEFga72DF3U,Wide Receivers Group 2,WR,QB,SKILL,QB-15,15,,,excluded,panel position QB,4.57,,,1064.0296,185,33.051,0.0149,0.993,1.0,0.9999,0.0761,0.2354,0.6764,0.9856,1.0,19,-0.8884,39.2319,0.454,0.1633
LDqozfzjaNU_000,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-30,30,1.0,train,ok,,4.85,1.66,1.8213,3.4701,194,34.129,0.0134,0.9976,1.0,0.9999,0.1583,0.2302,0.6826,0.966,1.0,42,-1.0908,39.8102,0.392,0.159
LDqozfzjaNU_001,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-31,31,1.0,test,ok,,4.51,1.62,1.7504,34.2008,184,33.799,0.0146,0.9988,1.0,0.9999,0.0707,0.2358,0.6789,0.9708,1.0,28,-1.3683,39.5129,0.441,0.1714
LDqozfzjaNU_002,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-33,33,1.0,train,ok,,4.65,1.61,1.7295,73.2732,188,33.724,0.0114,0.9974,0.885,0.9998,0.0731,0.2357,0.6813,0.9789,1.0,18,-1.3155,39.8055,0.407,0.1675
LDqozfzjaNU_003,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-36,36,1.0,test,ok,,4.64,1.64,1.7352,100.1,187,33.33,0.0108,0.9996,1.0,0.9999,0.0614,0.2361,0.681,0.9716,1.0,23,-1.0416,39.528,0.406,0.1466
LDqozfzjaNU_004,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-39,39,1.0,test,ok,,4.7,1.7,1.8289,130.1634,189,33.784,0.0178,1.001,1.0,0.9999,0.0629,0.235,0.6783,0.972,1.0,42,-1.5358,39.6202,0.411,0.1291
LDqozfzjaNU_005,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-40,40,1.0,train,ok,,4.64,1.64,1.7712,144.8447,188,33.579,0.0114,0.9996,1.0,0.9999,0.1265,0.234,0.6817,0.9858,1.0,37,-1.6633,39.4519,0.399,0.1709
LDqozfzjaNU_006,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-41,41,1.0,test,ok,,4.6,1.59,1.7276,160.0265,186,33.811,0.0166,0.9937,0.995,0.9999,0.0966,0.2351,0.683,0.9643,1.0,30,-1.1006,39.6372,0.412,0.1523
LDqozfzjaNU_007,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-43,43,1.0,train,ok,,4.74,1.73,1.829,191.4913,190,33.524,0.0129,0.9996,1.0,0.9999,0.1074,0.2365,0.6836,0.9792,1.0,20,-1.459,39.5601,0.39,0.1669
LDqozfzjaNU_008,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-45,45,1.0,test,ok,,4.74,1.69,1.7997,208.3081,190,34.048,0.0121,0.9926,1.0,0.9999,0.1141,0.2338,0.6816,0.9792,1.0,15,-0.9003,39.9187,0.408,0.3157
LDqozfzjaNU_009,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-47,47,1.0,train,ok,,4.91,1.7,1.8481,224.5577,196,33.227,0.0125,0.999,1.0,0.9998,0.0821,0.2293,0.6809,0.9732,1.0,25,-1.2862,39.7621,0.427,0.1672
LDqozfzjaNU_010,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-48,48,1.0,train,ok,,4.53,1.58,1.7019,236.3361,184,34.054,0.0119,0.9944,1.0,0.9999,0.0762,0.2314,0.68,0.9635,1.0,52,-1.1789,39.6492,0.433,0.1549
LDqozfzjaNU_011,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-49,49,1.0,test,ok,,4.85,1.67,1.7873,249.7829,194,34.113,0.0104,0.9976,1.0,0.9998,0.0648,0.2307,0.685,0.9456,1.0,21,-1.4444,39.8412,0.382,0.1789
LDqozfzjaNU_012,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-53,53,1.0,train,ok,,4.55,1.6,1.704,261.8616,185,33.257,0.018,0.9973,1.0,0.9998,0.1056,0.2299,0.6808,0.9855,1.0,53,-1.1121,39.6806,0.424,0.1571
LDqozfzjaNU_013,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-54,54,1.0,,rejected,x_at_stop_err=2.21,4.91,1.71,,283.7501,196,34.298,0.0119,0.999,1.0,0.9999,0.1146,0.2358,0.6841,0.9732,1.0,55,-1.0948,37.7899,0.375,1.8203
LDqozfzjaNU_014,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-55,55,1.0,train,ok,,4.68,1.62,1.7228,310.1432,189,34.001,0.0108,0.991,1.0,0.9999,0.1437,0.2347,0.6855,0.9507,1.0,20,-1.3339,39.4696,0.459,0.1375
LDqozfzjaNU_015,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-58,58,1.0,test,ok,,4.79,1.61,1.7322,343.8101,192,33.817,0.0119,0.9961,1.0,0.9999,0.0951,0.2305,0.6826,0.9589,1.0,58,-1.2858,39.7733,0.427,0.1512
LDqozfzjaNU_016,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-60,60,1.0,test,ok,,4.67,1.64,1.7615,359.8261,188,33.543,0.0129,1.0003,1.0,0.9999,0.121,0.2327,0.6837,0.9718,1.0,32,-1.2675,39.4636,0.395,0.1403
LDqozfzjaNU_017,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-61,61,1.0,train,ok,,4.74,1.64,1.773,384.4507,190,33.941,0.0115,0.9926,1.0,0.9999,0.0702,0.234,0.6824,0.9792,1.0,24,-1.3191,39.5157,0.381,0.1526
LDqozfzjaNU_018,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-30,30,2.0,train,ok,,4.85,,1.8114,410.0763,194,33.226,0.0169,1.0044,1.0,0.9999,0.0606,0.2355,0.6835,0.9728,1.0,55,-1.1967,39.8205,0.415,0.1455
LDqozfzjaNU_019,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-31,31,2.0,test,rejected,x_at_stop_err=2.17,4.54,,,444.2104,185,33.674,0.0115,0.9922,1.0,0.9999,0.0704,0.2348,0.6804,0.9638,1.0,48,-1.3993,37.8304,0.495,1.7987
LDqozfzjaNU_020,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-36,36,2.0,test,ok,,4.65,,1.7201,481.9148,188,33.799,0.0191,0.9974,1.0,0.9998,0.0874,0.23,0.6822,0.9577,1.0,32,-0.9477,39.5884,0.394,0.1577
LDqozfzjaNU_021,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-39,39,2.0,test,ok,,4.66,,1.8136,494.3272,188,33.633,0.0138,1.0526,0.952,0.9999,0.0678,0.2325,0.6802,0.9718,1.0,41,-1.6082,39.6072,0.412,0.1377
LDqozfzjaNU_022,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-40,40,2.0,train,ok,,4.65,,1.732,506.506,188,33.482,0.0196,0.9974,0.872,0.9998,0.1105,0.2357,0.6839,0.9645,1.0,25,-1.5769,39.9397,0.473,0.216
LDqozfzjaNU_023,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-41,41,2.0,test,ok,,4.6,,1.7077,515.5817,186,33.816,0.017,0.9937,0.989,0.9999,0.1269,0.2382,0.685,0.9714,1.0,19,-1.157,39.6119,0.403,0.1411
LDqozfzjaNU_024,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-43,43,2.0,train,ok,,4.76,,1.796,559.4589,191,33.765,0.0117,0.9954,1.0,0.9999,0.0868,0.2361,0.6844,0.9517,1.0,23,-1.4123,39.6894,0.403,0.1448
LDqozfzjaNU_025,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-45,45,2.0,test,ok,,4.7,,1.7562,578.7448,189,33.606,0.0158,1.001,1.0,0.9999,0.0964,0.2345,0.6824,0.986,1.0,16,-0.8222,39.7227,0.398,0.2552
LDqozfzjaNU_026,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-48,48,2.0,train,rejected,turf_min=0.0744;turf_median=0.195;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.53,,,593.226,184,33.535,0.0108,1.0017,1.0,0.9999,0.0503,0.0744,0.1946,0.0,0.0,0,,,,
LDqozfzjaNU_027,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-49,49,2.0,test,rejected,turf_min=0.0752;turf_median=0.194;track_frac=0;start_support=2;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.81,,,616.6827,193,33.659,0.0113,0.9989,1.0,0.9999,0.0336,0.0752,0.1939,0.9452,0.0,2,,,,2.0614
LDqozfzjaNU_028,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-53,53,2.0,train,rejected,turf_min=0.0751;turf_median=0.195;start_support=3;x_at_stop_err=3.39;max_step_yd=1.27,4.54,,,641.9747,185,33.223,0.014,0.9922,1.0,0.9999,0.0403,0.0751,0.1949,0.9855,1.0,3,-0.693,36.6131,1.274,2.1004
LDqozfzjaNU_029,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-54,54,2.0,,rejected,turf_min=0.0743;turf_median=0.195;track_frac=0;start_support=2;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.87,,,668.1008,194,33.495,0.011,1.0003,1.0,0.9999,0.0708,0.0743,0.1946,0.9392,0.0,2,,,,1.2772
LDqozfzjaNU_030,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-55,55,2.0,train,rejected,turf_min=0.0755;turf_median=0.197;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.73,,,693.8598,190,34.107,0.0108,0.9947,1.0,0.9999,0.0601,0.0755,0.1975,0.0,0.0,0,,,,
LDqozfzjaNU_031,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-58,58,2.0,test,rejected,turf_min=0.0739;turf_median=0.195;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.84,,,720.8868,194,33.534,0.0138,0.9996,1.0,0.9999,0.0544,0.0739,0.1952,0.0,0.0,0,,,,
LDqozfzjaNU_032,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-60,60,2.0,test,rejected,turf_min=0.0752;turf_median=0.195;track_frac=0;start_support=1;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.74,,,744.1768,191,34.298,0.0148,0.9926,1.0,0.9999,0.0691,0.0752,0.1945,0.9167,0.0,1,,,,1.724
LDqozfzjaNU_033,LDqozfzjaNU,Edge Rushers,EDGE,DL,STRONG,DL-61,61,2.0,train,rejected,turf_min=0.0748;turf_median=0.194;track_frac=0;start_support=1;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,4.78,,,769.8024,192,34.194,0.0173,0.9982,1.0,0.9999,0.0538,0.0748,0.1945,0.931,0.0,1,,,,1.8569
Sr-Q6UjJq6g_000,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-1,1,1.0,test,ok,,5.11,1.79,1.8752,1.1011,202,33.85,0.0177,0.9925,1.0,0.9999,0.0875,0.2372,0.6818,0.9806,1.0,62,-1.3884,39.7351,0.365,0.1665
Sr-Q6UjJq6g_001,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-2,2,1.0,test,ok,,5.05,1.76,1.8531,19.9866,200,32.888,0.0104,0.9977,0.939,0.9999,0.0611,0.239,0.6795,0.9675,1.0,33,-1.1354,39.819,0.451,0.2384
Sr-Q6UjJq6g_002,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-3,3,1.0,train,rejected,turf_min=0.137;turf_median=0.256;lane_frac=0;track_frac=0;start_support=0;x_at_stop_err=nan;x_at_zero=nan;max_step_yd=nan,5.11,1.7,,38.4718,202,33.519,0.0118,0.999,1.0,0.9999,0.0413,0.1367,0.2563,0.0,0.0,0,,,,
Sr-Q6UjJq6g_003,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-5,5,1.0,test,ok,,4.85,1.72,1.8086,54.6546,194,32.926,0.0162,0.9976,1.0,0.9999,0.0832,0.2404,0.6808,0.9662,1.0,50,-1.3209,39.792,0.44,0.1584
Sr-Q6UjJq6g_004,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-6,6,1.0,train,ok,,5.12,1.78,1.9034,66.2996,202,32.784,0.0178,0.9971,0.965,0.9999,0.0817,0.2397,0.6797,0.9615,1.0,28,-1.3421,39.6506,0.359,0.1789
Sr-Q6UjJq6g_005,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-8,8,1.0,train,ok,,4.76,1.66,1.7706,77.5441,191,33.208,0.0115,0.9954,1.0,0.9999,0.0872,0.237,0.6813,0.9653,1.0,43,-1.4068,39.709,0.419,0.171
Sr-Q6UjJq6g_006,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-9,9,1.0,test,ok,,5.12,1.78,1.8898,89.9899,202,33.048,0.0107,0.6908,0.896,0.9999,0.0694,0.2411,0.6806,0.9419,1.0,26,-1.3141,39.8705,0.361,0.2475
Sr-Q6UjJq6g_007,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-12,12,1.0,test,ok,,4.88,1.68,1.7825,118.6519,195,34.186,0.0158,0.9983,1.0,0.9999,0.1366,0.239,0.6786,0.973,1.0,43,-1.3127,39.7489,0.452,0.1659
Sr-Q6UjJq6g_008,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-13,13,1.0,train,rejected,x_at_stop_err=1.63;max_step_yd=0.815,4.83,1.7,,134.8681,193,33.552,0.018,1.0017,0.938,0.9999,0.0592,0.2352,0.6783,0.9728,1.0,33,-1.3687,41.6263,0.815,0.738
Sr-Q6UjJq6g_009,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-15,15,1.0,train,ok,,5.25,1.82,1.9505,164.2975,206,34.298,0.0117,0.9978,1.0,0.9999,0.0735,0.2395,0.6807,0.9686,1.0,27,-1.1546,39.6264,0.361,0.1534
Sr-Q6UjJq6g_010,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-18,18,1.0,,rejected,x_at_zero=11.1;max_step_yd=3.71,5.32,1.84,,180.547,208,33.982,0.018,0.8154,0.832,0.9999,0.311,0.2457,0.6813,0.9506,0.9877,23,11.1094,39.8176,3.706,0.1702
Sr-Q6UjJq6g_011,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-19,19,1.0,test,ok,,4.88,1.69,1.8122,217.3171,195,33.711,0.0105,0.9983,1.0,0.9999,0.1425,0.2415,0.6814,0.9865,1.0,28,-1.0171,39.5788,0.458,0.1619
Sr-Q6UjJq6g_012,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-20,20,1.0,train,ok,,5.05,1.8,1.9278,232.6658,200,33.422,0.0112,0.9977,1.0,0.9998,0.1245,0.2375,0.6786,0.9739,1.0,48,-1.1503,39.4946,0.415,0.1536
Sr-Q6UjJq6g_013,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-25,25,1.0,train,rejected,x_at_stop_err=2.05,4.8,1.69,,245.2116,192,33.406,0.0133,1.001,1.0,0.9999,0.1566,0.2396,0.6779,0.9658,1.0,62,-1.0312,37.946,0.519,1.6656
Sr-Q6UjJq6g_014,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-1,1,2.0,test,ok,,5.13,,1.9216,275.0414,202,33.704,0.0116,0.9951,1.0,0.9999,0.0592,0.2396,0.6809,0.9551,1.0,21,-1.6106,39.7076,0.431,0.152
Sr-Q6UjJq6g_015,Sr-Q6UjJq6g,Defensive Line,DT,DL,LINEMAN,DL-2,2,2.0,test,ok,,5.13,,1.8746,315.1482,202,33.751,0.0161,0.9951,1.0,0.9999,0.1653,0.239,0.681,0.9744,1.0,28,-1.2799,39.8628,0.358,0.1861
